user_id,watch_time,session_duration,visit_frequency,completion_rate,number_of_sessions,action_preference,family_preference,comedy_preference,drama_preference,primary_device,subscription_tier,weekend_watch_ratio,skip_intro_rate
USR_00543,2198.4,40.4,13,0.866,54,0.792,0.058,0.093,0.057,SmartTV,Basic,0.423,0.932
USR_00092,2088.6,52.1,23,0.805,40,0.811,0.051,0.139,-0.001,Web,Premium,0.447,0.887
USR_03890,2000.5,39.6,13,0.781,50,0.295,0.234,0.181,0.29,Web,Premium,0.342,0.537
USR_01980,300.0,27.3,8,0.815,11,0.012,0.727,0.117,0.144,SmartTV,Premium,0.775,0.274
USR_02813,376.6,18.6,6,0.484,20,0.272,0.126,0.534,0.068,Tablet,Free,0.377,0.547
USR_04083,1455.9,37.6,18,0.67,38,0.393,0.218,0.29,0.099,SmartTV,Basic,0.399,0.77
USR_02903,370.8,33.8,6,0.667,10,0.259,0.126,0.616,-0.001,Mobile,Free,0.485,0.395
USR_02530,453.7,22.6,7,0.382,20,0.14,0.136,0.529,0.195,Mobile,Free,0.46,0.277
USR_01677,1073.2,43.4,11,0.514,24,0.132,0.765,0.103,0.0,Console,Premium,0.588,0.17
USR_01049,2972.0,51.1,20,0.907,58,0.866,0.072,0.062,0.0,SmartTV,Basic,0.29,0.761
USR_01961,975.4,44.2,8,0.703,22,0.053,0.655,0.019,0.273,SmartTV,Standard,0.807,0.48
USR_02531,282.2,26.7,9,0.274,10,0.284,0.009,0.628,0.079,SmartTV,Basic,0.266,0.354
USR_03993,1571.9,40.7,24,0.594,38,0.396,0.225,0.223,0.156,Web,Standard,0.299,0.498
USR_00238,1536.1,49.1,27,0.805,31,0.853,0.049,0.086,0.012,Web,Premium,0.483,0.877
USR_03098,737.3,11.8,6,0.291,35,0.178,0.162,0.563,0.097,Console,Free,0.133,0.536
USR_03489,276.7,10.2,4,0.332,27,0.154,0.207,0.536,0.103,Tablet,Free,0.587,0.3
USR_01134,2578.5,45.0,26,0.881,57,0.783,0.012,0.05,0.155,SmartTV,Basic,0.354,0.854
USR_01806,603.4,49.4,7,0.728,12,0.108,0.746,0.146,0.0,Console,Standard,0.595,0.402
USR_04318,1256.5,38.2,17,0.702,32,0.268,0.187,0.248,0.297,SmartTV,Standard,0.272,0.712
USR_00164,2620.1,59.9,21,0.92,43,0.9,0.052,0.049,-0.001,Mobile,Standard,0.509,0.84
USR_03493,533.4,29.7,4,0.338,17,0.072,0.16,0.422,0.346,Mobile,Free,0.457,0.226
USR_04710,2863.7,93.4,17,0.957,30,0.321,0.101,0.134,0.444,SmartTV,Basic,0.551,0.911
USR_04631,3243.9,91.2,21,0.908,35,0.275,0.033,0.152,0.54,SmartTV,Standard,0.55,0.87
USR_03454,583.4,8.0,7,0.461,35,0.312,0.143,0.493,0.052,SmartTV,Standard,0.33,0.7
USR_03200,226.6,11.3,1,0.357,19,0.202,0.148,0.487,0.163,Mobile,Free,0.406,0.317
USR_03635,999.9,43.3,11,0.772,23,0.362,0.247,0.253,0.138,Console,Premium,0.538,0.689
USR_03940,1917.5,27.5,16,0.611,65,0.373,0.216,0.296,0.115,Mobile,Standard,0.471,0.651
USR_01812,1125.6,46.7,10,0.683,24,0.088,0.681,0.114,0.117,SmartTV,Basic,0.671,0.425
USR_03650,1096.2,26.5,12,0.672,41,0.259,0.294,0.244,0.203,Mobile,Premium,0.449,0.802
USR_04050,1769.7,49.8,14,0.696,35,0.288,0.191,0.21,0.311,Web,Free,0.395,0.771
USR_01429,746.4,40.0,10,0.702,18,0.091,0.784,0.125,0.0,SmartTV,Standard,0.755,0.502
USR_03614,1653.2,44.2,17,0.711,37,0.315,0.217,0.37,0.098,Tablet,Basic,0.419,0.32
USR_03132,583.2,17.0,4,0.529,34,0.311,0.051,0.62,0.018,Web,Basic,0.277,0.171
USR_03397,380.7,20.8,7,0.439,18,0.129,0.1,0.539,0.232,SmartTV,Standard,0.363,0.147
USR_04461,3556.6,67.2,15,0.933,52,0.112,0.044,0.165,0.679,Mobile,Standard,0.693,0.866
USR_04650,3044.0,69.3,19,0.931,43,0.296,0.135,0.133,0.436,SmartTV,Premium,0.506,0.969
USR_02821,456.5,15.0,2,0.414,30,0.115,0.075,0.659,0.151,Mobile,Standard,0.128,0.402
USR_01453,836.1,58.3,7,0.782,14,0.002,0.602,0.126,0.27,SmartTV,Free,0.591,0.358
USR_00594,2835.9,50.7,24,0.874,55,0.683,0.044,0.104,0.169,Console,Premium,0.493,0.835
USR_00042,2837.2,62.7,27,0.822,45,0.842,0.102,0.012,0.044,Console,Standard,0.325,0.687
USR_00561,2690.7,41.8,27,0.89,64,0.838,0.063,0.012,0.087,Web,Premium,0.351,0.904
USR_03274,314.9,14.0,1,0.391,22,0.239,0.055,0.423,0.283,Mobile,Standard,0.236,0.092
USR_03245,423.9,20.3,2,0.579,20,0.138,0.045,0.502,0.315,Mobile,Basic,0.196,0.534
USR_00244,2640.6,58.9,25,0.819,44,0.788,0.023,0.113,0.076,Tablet,Standard,0.348,0.817
USR_01340,938.8,32.2,13,0.76,29,0.089,0.702,0.125,0.084,SmartTV,Premium,0.797,0.361
USR_02781,440.3,13.8,3,0.15,31,0.319,0.111,0.476,0.094,Mobile,Free,0.116,0.204
USR_03188,665.3,23.7,9,0.204,28,0.223,0.119,0.658,0.0,Mobile,Premium,0.405,0.517
USR_03800,1893.3,53.4,21,0.721,35,0.334,0.234,0.17,0.262,Web,Standard,0.384,0.592
USR_01443,1164.2,50.7,13,0.698,22,0.044,0.819,0.138,-0.001,SmartTV,Standard,0.779,0.491
USR_00262,3107.9,54.1,20,0.892,57,0.712,0.015,0.131,0.142,SmartTV,Premium,0.47,0.786
USR_02765,517.4,22.7,9,0.223,22,0.147,0.169,0.431,0.253,Tablet,Free,0.317,0.288
USR_01690,1032.0,55.0,3,0.651,18,0.0,0.635,0.095,0.27,Tablet,Basic,0.79,0.503
USR_01726,583.0,51.0,10,0.627,11,0.011,0.727,0.158,0.104,SmartTV,Standard,0.654,0.597
USR_04793,2960.1,90.9,15,0.911,32,0.357,0.022,0.13,0.491,Web,Premium,0.563,0.927
USR_00835,2009.9,54.6,23,0.926,36,0.793,0.073,0.104,0.03,Tablet,Free,0.475,0.875
USR_01867,1054.4,49.3,6,0.68,21,0.044,0.642,0.12,0.194,Mobile,Free,0.668,0.424
USR_02497,301.8,21.2,8,0.364,14,0.196,0.152,0.354,0.298,Mobile,Basic,0.219,0.152
USR_02011,1175.7,33.6,6,0.688,35,0.092,0.67,0.187,0.051,SmartTV,Basic,0.739,0.557
USR_00341,3436.6,37.2,27,0.949,90,0.692,0.1,0.117,0.091,SmartTV,Premium,0.402,0.784
USR_02989,464.2,21.9,4,0.19,21,0.27,0.186,0.495,0.049,Mobile,Basic,0.457,0.25
USR_01602,895.2,40.7,12,0.713,21,0.073,0.653,0.274,0.0,SmartTV,Basic,0.567,0.319
USR_03876,1447.3,33.4,13,0.818,43,0.295,0.248,0.217,0.24,SmartTV,Premium,0.388,0.609
USR_04695,3918.2,89.4,12,0.997,43,0.369,0.002,0.174,0.455,SmartTV,Standard,0.579,0.907
USR_00481,1852.5,41.5,24,0.881,44,0.768,0.043,0.085,0.104,SmartTV,Premium,0.504,0.823
USR_02826,672.0,26.6,7,0.574,25,0.217,0.144,0.452,0.187,Mobile,Free,0.33,0.365
USR_04330,1695.9,47.4,19,0.782,35,0.263,0.19,0.261,0.286,Mobile,Basic,0.359,0.37
USR_03541,1748.0,51.7,18,0.71,33,0.231,0.27,0.275,0.224,SmartTV,Standard,0.356,0.759
USR_04639,3254.9,82.9,26,0.955,39,0.201,0.033,0.234,0.532,SmartTV,Free,0.713,0.878
USR_03047,305.0,29.5,3,0.305,10,0.318,0.16,0.506,0.016,SmartTV,Free,0.45,0.345
USR_03991,2485.4,57.6,25,0.915,43,0.242,0.176,0.351,0.231,Web,Basic,0.387,0.75
USR_01767,975.0,45.2,5,0.624,21,0.102,0.724,0.135,0.039,Tablet,Basic,0.874,0.508
USR_04474,2828.4,61.0,22,0.961,46,0.36,0.035,0.152,0.453,Console,Premium,0.55,0.992
USR_02454,547.5,18.0,6,0.244,30,0.21,0.137,0.653,0.0,Mobile,Basic,0.26,0.642
USR_02878,430.2,14.9,5,0.333,28,0.188,0.141,0.41,0.261,Mobile,Basic,0.663,0.413
USR_03816,1848.3,38.4,20,0.801,48,0.227,0.189,0.214,0.37,Mobile,Standard,0.417,0.759
USR_04017,1992.5,46.3,15,0.77,43,0.294,0.223,0.277,0.206,Console,Standard,0.285,0.407
USR_04678,2803.1,78.4,17,0.994,35,0.209,0.056,0.272,0.463,SmartTV,Premium,0.495,0.917
USR_03680,1566.0,47.4,17,0.675,33,0.342,0.283,0.168,0.207,Web,Basic,0.321,0.631
USR_01272,1014.9,39.3,7,0.793,25,0.125,0.62,0.077,0.178,Tablet,Standard,0.639,0.417
USR_03078,429.0,22.5,2,0.452,19,0.253,0.148,0.582,0.017,Mobile,Premium,0.425,0.206
USR_04502,2613.8,110.7,13,0.931,23,0.271,0.145,0.142,0.442,Console,Basic,0.525,0.962
USR_03095,329.7,7.4,3,0.471,35,0.216,0.107,0.433,0.244,Mobile,Free,0.137,0.327
USR_04654,3523.8,95.1,21,0.94,37,0.304,0.055,0.193,0.448,SmartTV,Standard,0.657,0.906
USR_00348,1834.0,53.3,23,0.942,34,0.847,0.014,0.139,0.0,SmartTV,Premium,0.415,0.856
USR_03882,1290.3,45.8,23,0.644,28,0.316,0.17,0.366,0.148,SmartTV,Basic,0.23,0.468
USR_04624,3612.0,67.5,16,0.956,53,0.31,0.095,0.221,0.374,SmartTV,Premium,0.53,0.94
USR_02563,413.9,15.8,1,0.411,26,0.294,0.223,0.482,0.001,Tablet,Free,0.334,0.375
USR_04591,3198.0,91.9,18,1.0,34,0.323,0.081,0.218,0.378,SmartTV,Premium,0.592,0.928
USR_01424,1255.5,32.2,8,0.636,39,0.016,0.609,0.099,0.276,Mobile,Free,0.699,0.419
USR_00657,2206.7,39.4,20,0.938,56,0.892,0.098,0.01,0.0,SmartTV,Premium,0.507,0.703
USR_02103,887.3,51.3,9,0.694,17,0.038,0.678,0.184,0.1,SmartTV,Free,0.565,0.364
USR_00633,2106.2,48.4,20,0.896,43,0.842,0.058,0.1,0.0,SmartTV,Standard,0.431,0.809
USR_02893,303.1,14.3,7,0.528,21,0.322,0.108,0.57,0.0,Tablet,Free,0.379,0.303
USR_02494,228.4,19.5,6,0.438,11,0.169,0.11,0.523,0.198,Mobile,Standard,0.373,0.29
USR_02666,403.1,21.0,1,0.374,19,0.288,0.137,0.34,0.235,Mobile,Free,0.357,0.177
USR_04016,1860.3,44.5,20,0.634,41,0.357,0.196,0.253,0.194,Web,Standard,0.346,0.616
USR_03663,1891.6,36.2,14,0.794,52,0.42,0.247,0.229,0.104,Mobile,Free,0.369,0.879
USR_03308,455.6,29.9,6,0.467,15,0.246,0.071,0.526,0.157,SmartTV,Standard,0.311,0.249
USR_03097,568.1,23.6,5,0.5,24,0.34,0.117,0.476,0.067,Mobile,Free,0.498,0.607
USR_03920,1072.1,34.3,22,0.931,31,0.225,0.23,0.23,0.315,Tablet,Standard,0.606,0.709
USR_02501,519.0,15.0,4,0.361,34,0.255,0.028,0.497,0.22,Mobile,Free,0.468,0.113
USR_01466,903.6,70.5,3,0.645,12,0.067,0.58,0.111,0.242,SmartTV,Standard,0.723,0.387
USR_02834,418.2,14.6,2,0.501,28,0.273,0.16,0.567,0.0,Mobile,Basic,0.463,0.511
USR_00116,2206.8,55.6,22,0.838,39,0.72,0.004,0.187,0.089,Web,Standard,0.32,0.795
USR_01822,377.7,55.6,8,0.741,6,0.123,0.647,0.158,0.072,SmartTV,Premium,0.662,0.289
USR_01495,590.8,55.7,4,0.553,10,0.141,0.606,0.001,0.252,Tablet,Basic,0.742,0.384
USR_02402,391.7,17.2,3,0.347,22,0.122,0.096,0.494,0.288,Web,Free,0.298,0.308
USR_01233,2885.3,43.0,16,0.996,67,0.721,0.008,0.013,0.258,Console,Standard,0.506,0.823
USR_02662,440.2,14.8,3,0.57,29,0.221,0.073,0.466,0.24,Web,Standard,0.289,0.257
USR_04101,1868.3,43.3,16,0.879,43,0.211,0.195,0.227,0.367,Web,Premium,0.427,0.729
USR_04574,2855.9,70.1,13,1.0,40,0.278,0.048,0.109,0.565,SmartTV,Standard,0.647,0.965
USR_01154,2698.0,54.1,22,1.0,49,0.813,0.0,0.073,0.114,SmartTV,Standard,0.265,0.824
USR_03849,1270.9,35.0,13,0.749,36,0.289,0.318,0.294,0.099,Web,Premium,0.354,0.709
USR_00058,2017.6,55.9,20,0.909,36,0.81,0.102,0.074,0.014,Web,Basic,0.398,0.772
USR_04105,867.3,24.9,21,0.685,34,0.355,0.111,0.246,0.288,Mobile,Standard,0.291,0.611
USR_04289,1858.3,33.9,23,0.781,54,0.315,0.223,0.306,0.156,SmartTV,Standard,0.572,0.605
USR_04946,4014.5,78.3,17,1.0,51,0.173,0.097,0.156,0.574,Tablet,Standard,0.43,0.987
USR_01736,910.7,37.9,6,0.796,23,0.087,0.65,0.141,0.122,SmartTV,Free,0.818,0.455
USR_02197,924.5,35.1,6,0.666,26,0.104,0.485,0.148,0.263,SmartTV,Premium,0.605,0.588
USR_03554,1886.3,49.1,14,0.663,38,0.307,0.191,0.198,0.304,SmartTV,Basic,0.555,0.534
USR_02476,144.8,15.3,3,0.46,9,0.185,0.167,0.648,0.0,Mobile,Premium,0.198,0.322
USR_02565,749.9,18.8,1,0.386,35,0.182,0.168,0.47,0.18,SmartTV,Free,0.482,0.384
USR_03159,598.8,22.4,6,0.418,26,0.147,0.056,0.458,0.339,SmartTV,Free,0.236,0.209
USR_04035,1534.1,28.8,14,0.584,53,0.226,0.216,0.238,0.32,SmartTV,Standard,0.363,0.611
USR_03656,2215.5,35.3,27,0.677,62,0.299,0.245,0.278,0.178,Web,Standard,0.592,0.656
USR_00708,2533.0,48.3,20,0.86,52,0.724,0.109,0.123,0.044,SmartTV,Basic,0.44,0.915
USR_04281,1857.1,24.6,15,0.704,65,0.279,0.251,0.196,0.274,SmartTV,Standard,0.393,0.854
USR_01094,2484.2,47.3,26,0.897,52,0.788,0.062,0.151,-0.001,SmartTV,Premium,0.438,0.731
USR_04840,2493.8,84.1,25,1.0,29,0.223,0.139,0.113,0.525,Mobile,Standard,0.59,0.886
USR_01377,892.3,26.9,8,0.579,33,0.006,0.594,0.16,0.24,SmartTV,Free,0.816,0.425
USR_04914,3658.3,45.0,14,0.943,60,0.192,0.122,0.147,0.539,SmartTV,Standard,0.411,0.932
USR_00073,2484.0,45.9,19,0.796,54,0.697,0.006,0.051,0.246,Tablet,Premium,0.504,0.774
USR_01923,1208.9,52.8,7,0.611,22,0.112,0.766,0.122,0.0,SmartTV,Basic,0.774,0.461
USR_03174,434.2,27.3,7,0.435,15,0.188,0.044,0.575,0.193,Tablet,Free,0.42,0.248
USR_01765,984.9,68.3,7,0.671,14,0.131,0.754,0.046,0.069,Mobile,Premium,0.69,0.601
USR_00744,3059.3,47.2,20,1.0,64,0.752,0.074,0.127,0.047,SmartTV,Standard,0.34,0.782
USR_04319,2154.0,33.7,22,0.766,63,0.34,0.229,0.278,0.153,SmartTV,Standard,0.489,0.879
USR_01006,2093.9,59.5,20,0.957,35,0.61,0.043,0.122,0.225,Console,Basic,0.457,0.958
USR_02669,133.1,8.1,8,0.65,16,0.197,0.117,0.62,0.066,Mobile,Free,0.385,0.244
USR_01191,2360.6,52.2,20,0.875,45,0.681,0.043,0.127,0.149,Mobile,Basic,0.392,0.716
USR_04632,2797.7,89.7,19,0.937,31,0.323,0.097,0.25,0.33,SmartTV,Premium,0.373,0.936
USR_02602,352.2,36.8,2,0.413,9,0.222,0.12,0.329,0.329,Mobile,Basic,0.41,0.154
USR_01126,1713.7,52.7,20,0.898,32,0.724,0.063,0.083,0.13,Console,Standard,0.393,0.856
USR_01242,1758.1,32.8,25,0.847,53,0.691,0.111,0.116,0.082,Mobile,Standard,0.49,0.837
USR_04607,2895.3,71.0,12,0.949,40,0.293,0.132,0.244,0.331,SmartTV,Premium,0.649,1.0
USR_04131,2459.1,36.9,16,0.693,65,0.331,0.241,0.249,0.179,SmartTV,Premium,0.291,0.534
USR_03443,472.1,14.0,7,0.37,33,0.423,0.052,0.481,0.044,Mobile,Basic,0.312,0.097
USR_00999,2431.1,25.0,20,0.907,90,0.812,0.096,0.081,0.011,SmartTV,Standard,0.477,0.795
USR_03387,474.1,22.6,8,0.546,20,0.081,0.102,0.629,0.188,Mobile,Basic,0.239,0.483
USR_02685,282.8,18.9,4,0.335,14,0.173,0.116,0.606,0.105,Tablet,Free,0.35,0.309
USR_01578,1173.4,53.8,8,0.804,21,0.138,0.739,0.049,0.074,Console,Free,0.858,0.487
USR_04791,2448.7,68.2,22,0.974,35,0.261,0.014,0.166,0.559,SmartTV,Premium,0.343,0.922
USR_01827,1166.9,68.0,8,0.45,17,0.157,0.634,0.093,0.116,SmartTV,Premium,0.696,0.585
USR_03293,421.0,27.5,7,0.538,15,0.247,0.02,0.538,0.195,Mobile,Free,0.399,0.138
USR_04990,3833.6,78.0,17,0.962,49,0.323,0.023,0.22,0.434,SmartTV,Standard,0.545,0.843
USR_03537,1515.0,40.7,22,0.745,37,0.28,0.315,0.182,0.223,SmartTV,Basic,0.329,0.7
USR_00441,2635.5,40.4,13,0.71,65,0.847,0.065,0.088,0.0,Mobile,Basic,0.531,0.901
USR_04952,3553.8,79.9,17,0.953,44,0.256,0.019,0.199,0.526,Web,Premium,0.588,0.895
USR_01101,2614.9,44.0,20,0.882,59,0.749,0.096,0.111,0.044,SmartTV,Standard,0.493,0.825
USR_04011,1843.9,41.2,27,0.894,44,0.281,0.211,0.285,0.223,SmartTV,Standard,0.395,0.803
USR_03059,361.9,16.8,4,0.443,21,0.235,0.081,0.464,0.22,Mobile,Basic,0.362,0.0
USR_00650,2515.5,68.1,18,0.848,36,0.661,0.076,0.133,0.13,SmartTV,Standard,0.312,0.814
USR_01547,879.8,69.0,10,0.688,12,0.0,0.754,0.182,0.064,SmartTV,Standard,0.405,0.45
USR_04757,2547.3,105.6,16,0.98,24,0.198,0.093,0.122,0.587,SmartTV,Standard,0.668,0.856
USR_03561,1182.1,36.0,16,0.739,32,0.193,0.249,0.333,0.225,Mobile,Premium,0.529,0.58
USR_03887,1529.9,33.0,20,0.85,46,0.243,0.166,0.256,0.335,Tablet,Premium,0.296,0.623
USR_03742,1164.8,36.4,17,0.714,31,0.268,0.301,0.255,0.176,SmartTV,Standard,0.434,0.409
USR_00631,1828.8,73.4,21,0.898,24,0.828,0.034,0.139,-0.001,SmartTV,Basic,0.203,0.792
USR_00673,1334.6,59.2,18,0.89,22,0.837,0.021,0.143,-0.001,SmartTV,Premium,0.385,0.99
USR_01250,2930.7,44.6,18,0.849,65,0.642,0.021,0.027,0.31,Web,Premium,0.528,0.899
USR_00483,2418.6,67.4,23,0.969,35,0.691,0.065,0.104,0.14,Console,Standard,0.334,0.927
USR_01585,741.0,25.5,7,0.804,29,0.113,0.72,0.115,0.052,SmartTV,Free,0.641,0.433
USR_03075,580.8,32.4,6,0.46,17,0.154,0.09,0.505,0.251,SmartTV,Free,0.491,0.423
USR_04628,3484.1,64.7,15,0.953,53,0.263,0.042,0.188,0.507,Web,Basic,0.375,0.901
USR_03039,255.0,19.8,4,0.411,12,0.223,0.049,0.397,0.331,Web,Free,0.378,0.2
USR_01463,876.9,20.2,10,0.8,40,0.162,0.72,0.118,0.0,SmartTV,Free,0.763,0.522
USR_03930,2150.2,26.2,22,0.769,65,0.226,0.186,0.279,0.309,SmartTV,Basic,0.174,0.635
USR_03622,1640.7,39.3,12,0.671,41,0.283,0.203,0.316,0.198,Web,Premium,0.559,0.534
USR_02579,357.9,14.9,6,0.513,24,0.102,0.12,0.616,0.162,Mobile,Basic,0.127,0.29
USR_03802,1886.3,52.2,21,0.882,36,0.314,0.178,0.265,0.243,Tablet,Basic,0.423,0.748
USR_00050,2180.8,55.6,18,0.896,39,0.775,0.05,0.055,0.12,SmartTV,Premium,0.374,0.91
USR_04290,2054.9,28.0,19,0.821,65,0.3,0.245,0.36,0.095,Web,Standard,0.448,0.618
USR_03345,527.5,11.4,7,0.297,35,0.226,0.046,0.535,0.193,Mobile,Standard,0.347,0.135
USR_00859,2605.4,50.6,18,0.914,51,0.795,0.077,0.127,0.001,Mobile,Standard,0.378,0.722
USR_01073,2571.2,63.3,22,0.976,40,0.802,0.094,0.104,0.0,Web,Premium,0.474,0.786
USR_00720,1926.4,53.5,19,0.909,36,0.704,0.072,0.063,0.161,Console,Free,0.348,0.799
USR_03718,2210.9,52.4,15,0.612,42,0.336,0.286,0.209,0.169,SmartTV,Premium,0.576,0.72
USR_02632,179.8,21.3,4,0.27,8,0.267,0.192,0.457,0.084,SmartTV,Standard,0.411,0.537
USR_04874,3638.9,70.5,16,0.959,51,0.138,0.022,0.116,0.724,SmartTV,Premium,0.373,0.897
USR_01661,693.5,45.5,8,0.757,15,0.112,0.737,0.147,0.004,SmartTV,Standard,0.752,0.317
USR_01657,1139.0,84.2,3,0.658,13,0.101,0.658,0.191,0.05,SmartTV,Premium,0.593,0.438
USR_02426,511.1,21.1,7,0.403,24,0.145,0.201,0.509,0.145,Mobile,Free,0.244,0.369
USR_03525,1525.4,47.2,23,0.629,32,0.193,0.233,0.233,0.341,SmartTV,Standard,0.411,0.647
USR_04230,1498.0,49.2,10,0.678,30,0.328,0.187,0.189,0.296,SmartTV,Standard,0.339,0.704
USR_04975,3807.6,97.5,15,0.974,39,0.2,0.164,0.253,0.383,Tablet,Premium,0.555,0.916
USR_03310,526.2,20.3,1,0.447,25,0.171,0.062,0.575,0.192,Mobile,Premium,0.549,0.524
USR_04477,3548.3,75.1,19,0.947,47,0.301,0.079,0.071,0.549,SmartTV,Premium,0.476,0.962
USR_03306,301.2,10.5,7,0.471,28,0.0,0.027,0.557,0.416,Mobile,Standard,0.1,0.099
USR_04752,2629.9,78.7,10,0.989,33,0.209,0.046,0.15,0.595,Tablet,Standard,0.531,0.943
USR_04127,1359.3,58.8,19,0.752,23,0.15,0.125,0.286,0.439,Console,Standard,0.47,0.561
USR_02607,518.2,35.8,2,0.264,14,0.149,0.127,0.407,0.317,Mobile,Free,0.26,0.393
USR_01386,1334.6,45.1,6,0.746,29,0.077,0.783,0.123,0.017,SmartTV,Standard,0.613,0.35
USR_03836,1670.8,43.2,15,0.723,38,0.363,0.132,0.259,0.246,SmartTV,Basic,0.329,0.81
USR_01400,827.5,47.4,9,0.74,17,0.124,0.741,0.115,0.02,SmartTV,Premium,0.645,0.423
USR_01196,3100.7,75.1,24,0.904,41,0.802,0.041,0.099,0.058,Mobile,Standard,0.363,0.846
USR_01409,991.5,62.0,10,0.719,16,0.101,0.779,0.12,0.0,SmartTV,Premium,0.568,0.576
USR_03825,1505.9,47.0,16,0.812,32,0.306,0.217,0.212,0.265,SmartTV,Premium,0.501,0.717
USR_01799,1146.0,48.4,5,0.592,23,0.134,0.74,0.126,0.0,Tablet,Standard,0.628,0.584
USR_01476,1220.7,43.7,9,0.56,27,0.006,0.636,0.127,0.231,Tablet,Premium,0.613,0.575
USR_04966,3385.9,77.3,15,0.996,43,0.26,0.056,0.229,0.455,SmartTV,Premium,0.479,0.908
USR_00036,2219.5,57.7,22,0.886,38,0.71,0.061,0.125,0.104,Mobile,Premium,0.536,0.927
USR_03542,1480.6,47.3,14,0.716,31,0.241,0.233,0.269,0.257,Mobile,Standard,0.301,0.699
USR_02346,299.6,22.1,3,0.475,13,0.259,0.095,0.555,0.091,Console,Basic,0.372,0.294
USR_04679,2971.2,79.4,13,0.974,37,0.185,0.111,0.181,0.523,Console,Premium,0.574,1.0
USR_02360,313.1,15.3,6,0.379,20,0.076,0.17,0.394,0.36,Tablet,Basic,0.342,0.323
USR_02207,755.4,63.1,7,0.889,11,0.039,0.571,0.129,0.261,SmartTV,Standard,0.759,0.309
USR_03768,1781.0,51.0,17,0.95,34,0.312,0.253,0.336,0.099,Tablet,Standard,0.408,0.573
USR_01287,300.0,66.9,9,0.737,4,0.05,0.763,0.098,0.089,SmartTV,Premium,0.7,0.31
USR_00350,2519.1,61.4,25,0.953,41,0.83,0.09,0.08,0.0,SmartTV,Premium,0.374,0.877
USR_02138,1186.3,30.2,12,0.586,39,0.067,0.73,0.134,0.069,Tablet,Free,0.614,0.587
USR_02692,477.2,13.1,2,0.314,35,0.177,0.106,0.634,0.083,SmartTV,Basic,0.36,0.373
USR_04561,3326.2,88.9,26,0.996,37,0.288,0.0,0.204,0.508,Tablet,Premium,0.708,0.899
USR_03968,1130.7,44.3,18,0.741,25,0.312,0.234,0.221,0.233,Mobile,Standard,0.479,0.506
USR_01682,385.2,52.8,9,0.854,7,0.096,0.708,0.091,0.105,SmartTV,Standard,0.882,0.483
USR_04835,3765.9,88.8,19,0.968,42,0.333,0.095,0.147,0.425,SmartTV,Premium,0.475,0.978
USR_01444,1105.8,53.1,4,0.661,20,0.044,0.756,0.16,0.04,SmartTV,Free,0.728,0.454
USR_03244,485.0,20.9,10,0.436,23,0.306,0.148,0.47,0.076,Mobile,Basic,0.372,0.175
USR_01672,949.2,57.9,7,0.569,16,0.178,0.739,0.083,0.0,SmartTV,Standard,0.66,0.457
USR_03837,1581.3,31.5,17,0.768,50,0.42,0.115,0.19,0.275,SmartTV,Basic,0.517,0.469
USR_01180,2108.9,44.8,29,0.832,47,0.673,0.073,0.094,0.16,SmartTV,Premium,0.404,0.963
USR_02799,296.7,9.6,10,0.393,30,0.0,0.144,0.561,0.295,Tablet,Free,0.126,0.175
USR_01693,1015.4,27.1,5,0.587,37,0.069,0.64,0.236,0.055,Tablet,Premium,0.86,0.177
USR_03957,880.8,46.7,14,0.752,18,0.188,0.225,0.243,0.344,Web,Basic,0.183,0.844
USR_00373,2832.1,60.5,17,0.89,46,0.76,0.11,0.131,-0.001,SmartTV,Premium,0.481,0.855
USR_03611,1875.4,49.0,17,0.622,38,0.295,0.255,0.201,0.249,Web,Standard,0.392,0.811
USR_01917,778.0,43.7,6,0.779,17,0.075,0.59,0.097,0.238,Mobile,Standard,0.36,0.361
USR_01358,819.5,68.5,10,0.734,11,0.094,0.598,0.125,0.183,Tablet,Free,0.612,0.201
USR_01826,819.5,43.8,6,0.621,18,0.139,0.688,0.072,0.101,Mobile,Standard,0.634,0.427
USR_00787,3054.2,49.2,19,0.888,62,0.855,0.092,0.029,0.024,Mobile,Standard,0.573,0.799
USR_00470,1770.0,56.0,19,0.985,31,0.874,0.03,0.033,0.063,Web,Standard,0.389,0.885
USR_00141,3151.5,59.7,17,0.907,52,0.873,0.035,0.092,0.0,Console,Standard,0.421,0.787
USR_00789,3213.4,74.7,22,0.98,43,0.766,0.05,0.103,0.081,Console,Standard,0.41,0.833
USR_00324,2025.6,65.1,22,0.802,31,0.732,0.036,0.096,0.136,Mobile,Standard,0.454,0.883
USR_00051,2444.7,64.0,15,0.913,38,0.72,0.083,0.062,0.135,SmartTV,Premium,0.276,0.72
USR_00715,2553.9,78.0,15,0.811,32,0.784,0.065,0.152,-0.001,SmartTV,Basic,0.419,0.781
USR_04890,2185.2,96.6,17,0.967,22,0.225,0.109,0.214,0.452,SmartTV,Standard,0.542,0.93
USR_02841,409.5,18.7,7,0.411,21,0.155,0.116,0.426,0.303,Mobile,Free,0.363,0.45
USR_02447,533.0,11.3,10,0.474,35,0.272,0.147,0.354,0.227,Mobile,Free,0.206,0.223
USR_04814,4064.8,73.4,16,0.987,55,0.417,0.161,0.085,0.337,SmartTV,Premium,0.529,0.924
USR_04420,3311.5,87.4,13,0.97,37,0.16,0.179,0.261,0.4,SmartTV,Premium,0.646,0.94
